Transaction_Amount,Transaction_Time,Customer_Age,Is_International,Transaction_Type,Fraud,Merchant_Category,Transaction_Distance
227.97517605915036,5.584877171432543,73,0,Transfer,0,Automotive,172.83046555734637
270.2184184978468,8.33144409740185,34,0,Retail,1,Electronics,424.80724749149726
150.09370153544532,12.022623237219188,42,0,Retail,0,Automotive,313.1592361454078
131.10224865012128,2.1344025100937696,20,0,Online,0,Grocery,427.8791923904289
364.08409479382607,0.8119771297906082,41,0,Transfer,0,Automotive,393.627184084482
348.5075017536765,17.05690702991862,60,0,Online,0,Health,450.55683189962997
243.3920100969684,17.808086395555122,28,1,Retail,0,Automotive,329.59636197119966
102.83617331495508,11.288909215703661,23,0,Transfer,0,Electronics,65.34345803682734
272.83356806338486,20.743589228348096,27,1,Withdrawal,0,Health,210.22829884554972
273.4096540437897,14.121747439812957,68,1,Withdrawal,0,Health,376.59996556884187
34.45433572770737,18.17670126308232,62,0,Online,0,Clothing,300.31936856701583
258.53746808273195,22.463580160532388,66,1,Online,0,Clothing,260.7249982306163
100.9275429305049,18.96872670386747,83,0,Online,0,Health,301.0087316507502
159.97195185381295,7.453168769923915,52,0,Withdrawal,0,Clothing,478.55686623207305
20.84017206781244,2.8553127846936164,58,0,Withdrawal,0,Grocery,16.846072291863635
192.24509123975668,0.954495312313731,84,0,Withdrawal,0,Automotive,129.14941765367894
129.66690645797763,9.373149738482581,69,0,Transfer,0,Grocery,46.89965019364794
179.55985136094955,0.17887279987739735,82,0,Transfer,0,Automotive,272.8977016819072
568.1600638044356,17.709719882887974,61,0,Retail,0,Automotive,359.0462000290041
222.2702258380054,10.842422804659897,19,0,Transfer,0,Automotive,386.38460324600004
238.879799312255,17.573519551941573,37,0,Transfer,0,Health,275.1584164872633
152.12256001234888,11.945859699169649,88,0,Retail,0,Grocery,9.357133978092458
600.5062171281571,0.3574614859049188,50,0,Withdrawal,0,Health,292.76838584378027
92.33697231828124,20.931026400756583,20,0,Transfer,0,Automotive,132.85623370273774
454.0980252736416,22.092775765382537,89,1,Transfer,0,Health,449.1053684129295
64.86727737575619,14.425432228464146,89,1,Retail,0,Clothing,321.21193844629084
377.0174502191347,16.779991052926466,21,1,Withdrawal,0,Electronics,433.24983122654845
98.01986985901375,1.4560949654360718,67,0,Retail,0,Automotive,429.92528032371877
111.95991976111867,16.697199958533453,18,0,Withdrawal,0,Clothing,54.347337953436934
676.1196868337676,2.0160099122365587,36,0,Withdrawal,0,Health,71.94525918139306
63.856632985951244,7.698908797471042,18,0,Transfer,0,Electronics,121.9221410161555
179.60392221986888,7.164738402193587,45,0,Transfer,0,Clothing,63.95114115914302
253.8218437679742,20.194326241461265,70,0,Transfer,0,Health,185.49343806530788
120.23381920903708,11.109520724321449,85,0,Withdrawal,0,Clothing,244.94773643504845
219.1507714280307,1.5053714053065876,37,0,Online,0,Health,58.69221218674259
151.87244541297665,5.812796813239618,87,0,Retail,0,Electronics,245.36692179886015
93.37467511110215,10.664657567536649,20,0,Online,0,Grocery,199.21993720869318
46.94169593667097,22.739814410638296,39,0,Withdrawal,0,Clothing,479.35572295320605
46.253969542688715,5.791731369526826,52,0,Online,0,Clothing,62.917375328858604
273.23443252637753,18.609568048127485,60,0,Retail,0,Automotive,267.13945252883025
146.90295660636195,4.19862158313776,43,0,Withdrawal,0,Grocery,9.637678088853018
149.9948829731665,15.416063051867088,81,0,Online,0,Electronics,54.07862506916305
348.1118735287964,5.414019810188967,56,0,Retail,0,Electronics,214.37622519268845
121.75308205477857,18.527686473065167,43,0,Withdrawal,0,Automotive,164.89342112019233
179.1465548981519,13.020488731311149,64,1,Transfer,0,Electronics,62.92185319337451
158.8366546998671,21.422242899177302,67,0,Withdrawal,0,Clothing,453.34176856987585
153.193884478655,2.562753568643294,80,0,Withdrawal,0,Health,177.66098315710477
204.67789984184031,4.542807728536486,57,1,Retail,0,Automotive,352.63985406312884
76.07896633611311,18.389949010402106,20,0,Retail,0,Automotive,300.4175009353811
57.45432629162204,8.063214478757203,21,0,Retail,0,Grocery,329.08062718372753
129.51341540916877,1.6674262080432012,46,0,Online,0,Grocery,100.72921073056268
91.23968792420216,16.874121997137614,24,0,Transfer,0,Clothing,319.00716330492617
320.50685544025004,3.2572866478383027,87,0,Transfer,0,Health,184.010248089984
287.7502755998575,2.8606525903856976,31,1,Withdrawal,0,Clothing,475.5045505348049
55.78713138179792,12.068376459073587,68,0,Transfer,0,Clothing,80.30512079203822
27.22272046315811,9.887769010075687,69,0,Retail,1,Electronics,146.165192193756
231.92317670157757,4.17592159124884,61,0,Withdrawal,0,Health,380.80391374005393
346.16754445523776,16.093603405673157,59,0,Retail,0,Grocery,121.90214266469273
114.71939550500596,9.971713531537311,40,0,Withdrawal,0,Health,234.000816273089
92.70428002489133,16.443845553545334,62,0,Retail,0,Electronics,46.148731062564785
115.97830225822392,9.18765584292288,55,1,Retail,0,Automotive,475.24529615184156
133.0296835704818,19.820704221518245,40,0,Online,0,Electronics,152.46018397906113
123.87915778799237,13.777757188443374,82,0,Transfer,0,Clothing,219.9671482852485
187.7266235386055,19.483920811070714,52,1,Withdrawal,0,Automotive,456.7356925634411
86.19989412361488,15.024542475468527,87,0,Retail,0,Grocery,450.5287687033807
41.42966464248519,8.680560429668738,46,0,Transfer,0,Health,479.244025615184
95.84258813052492,9.30598790462661,37,0,Online,0,Health,361.8666295466041
108.02986461383779,19.378704817518177,39,0,Withdrawal,0,Electronics,102.7452303873309
112.09576456953572,0.7014425478099087,61,0,Withdrawal,0,Electronics,369.6827560377134
260.267645569319,4.155451918839803,23,1,Withdrawal,0,Automotive,349.82155795381243
318.23387491473085,15.108890497050924,80,0,Withdrawal,0,Clothing,28.422282496408048
214.521220514642,17.842123137223282,34,0,Withdrawal,0,Clothing,481.16275560098927
164.6503013208026,20.456525300391082,45,0,Transfer,0,Health,430.61630708191365
188.31762298026422,18.50426490269731,58,0,Transfer,0,Electronics,485.7654114043802
134.43673260321395,23.55559907733602,42,1,Transfer,0,Automotive,247.3810309831917
59.337005362612594,22.076558562540093,63,0,Online,0,Grocery,9.096230926018356
300.6425553967834,10.10259876217748,64,0,Transfer,0,Health,406.08505505678215
136.4914863005615,18.92421294847827,65,0,Retail,0,Health,364.9492163857007
264.2771274778745,7.104479175204047,27,1,Retail,0,Clothing,251.62275154111646
35.01317706585744,22.289818604417164,26,0,Online,0,Clothing,477.98474913004605
29.513198450168105,23.931920524927374,42,0,Withdrawal,0,Electronics,464.99118647834945
221.83054354952185,17.62989225602117,77,0,Transfer,0,Grocery,41.59394131284155
171.7037588371402,8.029144226632496,19,0,Transfer,0,Health,311.31888744489
31.23049242408816,23.111896473611715,43,0,Online,0,Automotive,408.718854159719
482.8286300192346,0.9827937795016846,85,1,Withdrawal,0,Electronics,63.449503342778044
188.78011117079527,9.840037666737567,47,1,Withdrawal,0,Health,66.30986914045195
125.0759673274398,12.240837050910313,64,1,Transfer,0,Automotive,455.3229254281249
32.96272916119424,12.351044429138147,69,0,Withdrawal,0,Electronics,72.37904368649983
303.77020053625927,5.397021145878655,45,0,Online,0,Electronics,161.59838953535748
361.6487698646783,9.653695020182965,67,0,Withdrawal,0,Automotive,23.322322284720087
100.71147755060856,17.067551825516773,75,0,Transfer,0,Health,372.44618507018845
60.12609105650162,18.66198169393973,74,1,Withdrawal,0,Automotive,464.14223712189647
26.737730157520385,17.239683152051136,72,0,Transfer,0,Health,451.7896635219316
216.90028586739788,0.4021176992767366,71,0,Online,0,Grocery,292.6004282030177
295.48577884577367,16.213176044408176,33,0,Retail,0,Automotive,403.5765328215426
174.39025533469433,5.788269816309934,36,1,Online,0,Grocery,311.1144369944233
40.985022142602126,15.49709592445375,70,0,Transfer,1,Health,252.81170785056005
292.8044211675352,9.121900875294124,32,1,Online,0,Clothing,269.17721912553463
505.36186940921004,13.764016626745672,26,0,Withdrawal,0,Grocery,374.6911780838576
271.5735369260058,5.3937174401285795,22,0,Online,0,Clothing,404.5047459773667
449.98481339756944,16.257183609638243,75,0,Online,0,Electronics,322.1949674398654
501.81861253011056,21.66303239296658,34,1,Withdrawal,0,Clothing,430.9359741849689
317.7685046509224,8.03016812000305,32,0,Transfer,0,Electronics,442.1675151262833
253.69727180594248,1.5278760768591706,60,1,Retail,0,Automotive,113.27747968408147
150.42787326575794,22.545914136436167,58,0,Transfer,0,Grocery,64.01421205279462
179.09259602273502,13.17708279009113,40,0,Online,0,Grocery,135.33730634906172
103.44329593585388,19.962692621453797,76,0,Transfer,0,Grocery,302.51653248431495
203.9958558608514,22.708831626293954,57,0,Retail,0,Clothing,374.0019278730433
305.9017081330066,20.99688004798927,46,0,Online,0,Grocery,54.19498151548191
205.0268347792976,12.489061992611914,71,0,Withdrawal,0,Health,121.48484627326434
296.8240299049013,23.455456146591757,27,1,Online,0,Health,189.40377903534423
167.350878527989,10.505994565375474,72,0,Withdrawal,0,Electronics,291.73339380307914
120.67257319486475,5.993486501331065,82,0,Transfer,0,Grocery,251.16501165964567
57.32334251148076,20.837491051087756,59,0,Transfer,0,Clothing,183.16727098679442
307.2330400237757,21.16850748540598,42,0,Online,0,Electronics,159.45671954803376
152.2436385811343,1.4252042114676229,58,1,Transfer,1,Grocery,327.6910005587566
84.67137908435886,17.68281004599553,24,0,Online,0,Grocery,343.93237321152895
152.81780352693949,8.043191910804811,35,0,Transfer,0,Grocery,39.95878310780482
233.8911765071081,20.642341686599828,79,0,Transfer,0,Electronics,486.48714480088665
205.35662584425208,5.830366238147121,77,0,Withdrawal,0,Health,380.8534655459703
113.16864666397169,13.927261075351966,74,1,Withdrawal,0,Health,481.0652913786631
108.3851368134903,3.1259371880403046,86,0,Withdrawal,0,Clothing,464.09913254630226
69.54670193576145,21.19992203151283,75,0,Withdrawal,0,Automotive,34.77944308017011
109.81609320570801,3.264297236105902,59,0,Retail,0,Grocery,477.35255278500654
712.3907956639425,15.549912987561818,75,1,Retail,0,Clothing,64.16022402243277
11.409751554716625,5.41376017523109,35,1,Transfer,1,Automotive,442.6335559501047
201.28694150841358,18.159343044926818,27,1,Retail,0,Electronics,460.7108778174415
133.55079397387388,4.4206583114255515,67,1,Withdrawal,0,Electronics,234.11635318441824
90.80601710131997,18.198840746777925,46,1,Retail,0,Automotive,330.8313654295105
401.55596421745736,12.143765529879783,58,0,Online,0,Automotive,244.8474439193074
76.7310946659524,17.00846673925127,29,0,Withdrawal,0,Automotive,375.5941208823762
287.40724196947326,12.494587724456613,44,0,Transfer,1,Clothing,290.8603897943077
338.0212358001231,13.357014524722791,40,0,Transfer,0,Automotive,51.13821221714326
304.671069729744,14.506373186176972,71,0,Withdrawal,0,Grocery,309.66492494175293
448.318067216237,5.480252271873749,84,0,Withdrawal,0,Electronics,116.91872594512559
248.7597219866205,13.817954212551527,33,0,Transfer,0,Automotive,483.8822312598771
160.83566522934203,6.332146072284765,44,0,Online,0,Automotive,223.57595492978783
196.78562991228355,7.187037333361233,64,1,Online,0,Automotive,127.02653644456436
352.8883879934151,11.976561154080587,47,1,Retail,0,Grocery,376.82474457964094
396.67681214016864,5.478134321271992,29,0,Withdrawal,0,Grocery,340.7413336877171
813.3000164413584,14.855527081144723,76,0,Transfer,0,Grocery,62.94155283683589
157.30403617278165,7.189631060616356,77,1,Withdrawal,0,Health,232.86530622721725
66.7580263592623,4.464993937377676,35,1,Retail,0,Health,381.6455626453951
156.81635248813882,21.569278383900237,64,0,Withdrawal,0,Health,106.39413542547067
352.05087289981435,10.459738876981529,57,0,Retail,0,Automotive,499.7288374840423
138.22124435256723,22.630261591712987,78,0,Online,0,Clothing,58.673159295764385
32.259585985570176,9.953281737817267,25,0,Online,0,Automotive,72.75790949644694
35.143622327913164,0.2541126106766223,87,0,Online,0,Grocery,334.29967920991305
311.0191784445215,4.781231707434503,35,0,Withdrawal,0,Electronics,343.8235370374635
414.64867751064764,20.048408410542372,26,0,Transfer,1,Grocery,142.05774968906786
95.15123864538374,8.644470792396842,48,0,Withdrawal,0,Clothing,475.02659141030927
190.41079833514968,20.313046137285212,62,0,Online,0,Health,62.66657694139211
206.1267550884163,9.317015023974157,28,1,Online,0,Clothing,466.59605453356204
508.0570136362643,7.121369725342947,36,0,Online,0,Electronics,324.05196867154666
30.206047508017274,19.217442113202427,79,1,Withdrawal,0,Clothing,194.1591008555018
76.2278291142704,1.7349284870092836,23,0,Withdrawal,0,Automotive,175.79893313594542
199.91871652922293,21.022839087853814,47,0,Online,0,Health,131.25147499942074
76.24707415273362,10.076795318372266,73,0,Retail,0,Grocery,14.69324136829625
9.748379201382457,7.889042961234691,19,1,Retail,0,Grocery,422.42556436556504
304.9522342524848,5.278095247420809,54,1,Retail,0,Health,350.0482848561329
380.079125467577,14.265776903512279,48,0,Retail,0,Clothing,487.288180147376
175.1805471210107,22.750703709330615,26,0,Withdrawal,0,Automotive,255.75612721833852
135.11894273429107,8.458055011919003,20,0,Withdrawal,1,Electronics,372.07683635870825
144.22870652652074,5.536047748919112,42,1,Withdrawal,0,Electronics,319.74760143921975
195.77385838497295,5.943647855067462,60,0,Retail,0,Automotive,36.69758454208094
54.26438377902492,2.1847629197401766,84,0,Withdrawal,0,Automotive,187.31564028352443
121.77762760504558,5.681156868548835,84,1,Withdrawal,0,Electronics,128.09278330644298
115.683192544073,15.460799243315911,48,1,Withdrawal,0,Electronics,6.8091640508793905
370.4340312007189,17.122777921074967,20,0,Withdrawal,0,Automotive,483.14673052289544
97.67444411123137,9.998491072522187,66,0,Retail,0,Clothing,449.45663566042487
320.34864474639426,22.64743873883044,35,0,Retail,0,Automotive,71.40241875121839
134.45225936165124,4.007123949234281,46,0,Online,0,Automotive,414.3416604736447
93.56364743312893,17.177024626898017,37,1,Withdrawal,0,Electronics,3.255991986239992
396.6362679133679,9.723487369063577,31,0,Retail,0,Automotive,152.63134800831475
46.187653198556056,5.745025314246193,86,0,Online,0,Grocery,61.00782253026066
86.41389343395677,4.67156674191999,62,0,Online,0,Grocery,210.04548077357916
193.1397576842252,4.022714081556567,28,1,Withdrawal,0,Automotive,180.18246053930375
26.24435701362751,23.46852774799801,85,0,Online,0,Clothing,318.6633375808037
89.15261057709586,9.346191571301596,27,0,Transfer,0,Clothing,398.212289181678
193.351731174491,14.595316530345482,28,0,Withdrawal,0,Grocery,272.9319207073345
167.7830068245916,10.376869818029657,84,0,Transfer,0,Clothing,266.8890471981437
244.38030657865642,19.463133262117093,68,0,Withdrawal,0,Health,444.463848138127
171.4898776555155,18.20608695005406,70,0,Transfer,0,Electronics,95.5641760475136
286.7573070245934,1.1217290786778493,88,0,Withdrawal,0,Health,430.58407561080406
82.79512530744852,15.39289608514187,70,0,Online,0,Clothing,186.31101088107832
59.96823565381326,23.251711163185576,55,0,Transfer,0,Health,85.67271262595006
95.16586249120328,20.41019779789034,82,0,Transfer,0,Health,12.262238836094507
58.57563266323199,7.096183137785722,43,0,Withdrawal,0,Health,451.0703922166792
289.93041262870236,14.662446815259145,47,1,Withdrawal,0,Automotive,76.865379855656
140.19820684032368,10.808754290354207,26,0,Transfer,0,Grocery,369.82683808219633
231.03267248926898,14.029804864534029,24,0,Withdrawal,0,Health,97.50819092505947
247.1076316393814,13.482438640361398,67,0,Withdrawal,0,Clothing,444.2258272318976
230.01495058124144,17.597474579884665,59,1,Retail,0,Health,197.69608271071755
216.33114798499068,7.699657770337953,83,0,Withdrawal,0,Clothing,408.72688155008973
220.57622267968057,10.37572215944043,74,1,Online,0,Health,342.5006907174495
113.05212824020971,13.898461603952285,24,0,Retail,0,Automotive,490.391299194696
140.22329875575687,0.19412741378324938,63,0,Transfer,0,Automotive,313.4360380663436
35.94258615307403,6.5198438969318255,57,0,Withdrawal,0,Electronics,85.36215519500712
226.55596607520243,11.667542205645654,24,0,Withdrawal,0,Grocery,429.4690183404709
43.07547736375894,4.332183463301487,78,0,Transfer,0,Automotive,22.57989565752183
101.50677327023156,17.257751199527732,83,0,Online,0,Clothing,33.902604519986554
181.97854097931133,2.5253952092941283,55,1,Transfer,1,Clothing,155.49431458231965
122.35432529258277,17.348439512374267,80,1,Retail,0,Clothing,190.54216454186673
257.62868790464626,19.733164800383467,74,0,Transfer,0,Grocery,104.75865885950058
311.0770475596448,16.45422655388106,77,0,Retail,0,Clothing,451.4348004928119
197.26712146732737,22.014332751248038,33,0,Withdrawal,1,Health,19.700761608744454
212.9452668775446,17.080263432004607,68,0,Transfer,0,Electronics,128.8718439600151
270.13873030714984,5.30851691345401,79,0,Transfer,1,Automotive,39.243622495790056
122.05395302798235,19.728223346447663,42,0,Online,0,Electronics,320.4821036035645
122.77509425955408,5.838720414668328,50,0,Retail,0,Clothing,48.75496123385092
53.19476758207197,19.95692143589115,63,0,Transfer,0,Grocery,40.141250767347316
159.52444800104456,14.132448038521805,88,1,Online,0,Clothing,46.59879058164746
166.48792235559634,12.303677939858417,40,0,Retail,0,Clothing,145.1222370929385
234.3828242939294,13.895599959171903,36,0,Withdrawal,0,Grocery,418.25388477947905
123.2922855533007,9.44629725479055,77,0,Online,0,Electronics,48.817488062173894
