Transaction_Amount,Transaction_Time,Customer_Age,Is_International,Fraud,Transaction_Distance,Transaction_Type_Online,Transaction_Type_Retail,Transaction_Type_Transfer,Transaction_Type_Withdrawal,Merchant_Category_Automotive,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Grocery,Merchant_Category_Health
64.64046681277486,21.007568624075024,27,0,0,454.4604128346712,0,0,1,0,0,0,0,0,1
42.34343956332016,13.606187374457008,68,0,0,165.85123876094664,0,1,0,0,0,0,0,1,0
109.14924988206134,0.8432298354213579,56,0,0,54.982273654410385,0,0,1,0,1,0,0,0,0
116.26729958591804,20.168409843315306,49,0,0,353.40108068176716,0,0,1,0,0,0,0,1,0
33.07576246797302,3.892348298704529,25,0,0,173.4316610409029,1,0,0,0,0,0,0,0,1
140.68300643972492,9.023951252212964,88,0,0,330.6097229903555,0,0,0,1,0,0,0,1,0
75.73114379835553,2.04961073376289,88,0,0,249.9965475767933,0,0,0,1,0,0,0,1,0
221.77150528787314,22.349021254463363,80,1,0,360.8699238480595,0,1,0,0,0,1,0,0,0
163.05476701744888,0.14969834339371335,69,0,0,224.62553193621704,1,0,0,0,1,0,0,0,0
228.30513119960463,21.082957714873977,61,0,0,119.23290179389478,1,0,0,0,0,0,0,0,1
97.45596747516227,4.040687665161582,63,0,0,242.14472030815415,0,0,0,1,0,0,0,1,0
124.0860907610212,4.854185057885323,67,1,0,330.9571239124829,1,0,0,0,0,0,0,1,0
82.18768807413137,5.297167271808459,66,1,0,279.4239592225041,1,0,0,0,0,0,1,0,0
28.380914241352446,3.416320760199172,55,1,0,43.18795966248751,0,0,0,1,0,0,0,1,0
32.36493872075361,3.434323715324285,66,0,1,472.3947169278484,0,1,0,0,1,0,0,0,0
233.834855437116,20.91814899632749,85,0,0,212.72792956824543,0,0,1,0,1,0,0,0,0
279.6228309337524,10.010007805752453,61,0,0,255.54255190096742,1,0,0,0,0,1,0,0,0
183.87899802436647,8.704239367564295,76,1,0,453.0726771483189,1,0,0,0,0,0,0,0,1
224.19156066178786,5.891126575649013,48,0,0,16.00581430518433,0,0,1,0,0,1,0,0,0
92.96888103775765,21.717850422402044,39,0,0,121.18022217422015,0,0,0,1,1,0,0,0,0
129.59414982464625,14.03988614493844,24,0,0,261.9053183652825,0,1,0,0,0,0,0,0,1
174.02324098838605,8.285590123904882,86,0,0,483.5028896606405,0,0,1,0,0,0,1,0,0
56.96101691678278,4.744248553299822,48,0,0,321.4711329023343,1,0,0,0,0,1,0,0,0
312.1096560925463,21.910062880944274,72,1,0,258.00227736190857,1,0,0,0,1,0,0,0,0
234.30116404722781,4.915449776645313,78,1,0,446.2418674779319,0,0,1,0,0,0,0,0,1
36.6052055478024,1.5678958167110553,83,0,0,160.81890410287374,0,0,0,1,0,0,0,0,1
369.8628764840713,15.132857138502676,58,0,0,110.2329578572982,0,0,0,1,0,0,1,0,0
144.50085812547985,6.6502643261022225,25,0,0,438.2897573257405,0,1,0,0,0,0,0,0,1
119.8471171919673,4.269411825190131,57,1,0,150.08149046942404,0,1,0,0,1,0,0,0,0
379.53687315876465,14.522186866947852,26,0,0,265.8706486013392,0,0,0,1,0,1,0,0,0
217.03644243263764,10.952929323340474,46,0,0,24.724841545930797,1,0,0,0,0,0,0,1,0
275.5383983032658,3.76968712402034,34,1,0,134.1252407485996,1,0,0,0,0,0,1,0,0
183.5937010550317,13.786954406874951,38,1,0,429.86174226154867,0,0,0,1,1,0,0,0,0
224.13614649734637,16.013559511372822,22,0,0,212.62384773610577,0,0,1,0,1,0,0,0,0
50.56886991905384,16.650639697931346,53,0,0,427.9189264088927,1,0,0,0,0,0,0,1,0
325.7530399089894,6.051452326016838,77,0,0,36.36007137514591,0,1,0,0,0,0,1,0,0
118.76836652811377,12.452515552820547,51,0,0,256.4220351463358,0,1,0,0,0,0,0,0,1
87.59559472397049,8.10033242692894,68,0,0,113.35265941014816,1,0,0,0,0,0,0,1,0
542.7135026310132,22.240172606160073,85,0,0,0.16057346264847228,0,1,0,0,0,1,0,0,0
313.134260718382,11.549316113738335,23,0,0,26.626947520486333,0,1,0,0,0,0,0,0,1
134.40654920735722,13.693275270536303,49,0,0,0.10835917654661298,0,1,0,0,0,0,0,1,0
293.21032094525094,12.753279236584978,68,1,0,281.50491624312735,0,0,1,0,1,0,0,0,0
259.178087247006,23.952317548067352,82,1,0,454.144109071996,0,0,1,0,0,0,1,0,0
316.32194735932086,21.5025269095725,44,1,0,467.0590876525927,0,0,1,0,0,1,0,0,0
220.1392201016916,23.697779455219937,32,0,0,259.627981962369,0,0,1,0,0,0,0,0,1
61.211800276209786,5.7693022680930595,43,0,0,279.79025956196955,0,0,1,0,0,0,0,0,1
208.21001930998534,11.576783424188987,45,0,0,290.0205381115174,1,0,0,0,0,0,0,1,0
403.2402202799618,10.86736602573618,53,0,0,150.26880468819274,0,1,0,0,0,1,0,0,0
116.56414285241961,16.83580951766747,41,1,0,295.9434723805906,0,1,0,0,0,0,1,0,0
537.541103400229,17.342043851425046,23,1,0,30.110009031575736,0,0,1,0,1,0,0,0,0
85.72064564149767,10.040544748609342,20,0,0,441.2846600581859,0,0,1,0,0,0,0,1,0
246.4262906846065,12.640533208299107,70,1,0,308.62318813576996,0,1,0,0,0,0,1,0,0
97.31845553955378,11.175641234918142,35,0,0,154.67342107238667,1,0,0,0,1,0,0,0,0
270.13384276683354,18.374303881822293,57,1,0,343.82268642772607,0,0,0,1,0,0,0,0,1
223.1964544684282,11.86585056715371,89,0,0,143.3763273762659,1,0,0,0,0,1,0,0,0
61.63247615837314,16.272839547026205,49,0,0,329.03124630145396,0,0,0,1,0,0,1,0,0
189.1234076649081,19.75507957623915,46,0,0,405.9186052627872,0,1,0,0,0,0,1,0,0
262.825715690637,16.27871784979952,29,0,0,275.91934788788205,1,0,0,0,0,0,0,1,0
74.41455889256908,8.740118259883035,78,0,0,221.53544060054492,0,0,0,1,0,0,1,0,0
356.46213375369683,11.482632944440255,79,0,0,81.17225978149861,0,0,0,1,0,1,0,0,0
158.01103214257475,11.189629160215569,46,0,0,285.3214258884112,0,1,0,0,0,1,0,0,0
500.13898138136074,23.022459331581715,45,0,0,104.53155024113059,0,0,0,1,0,1,0,0,0
154.27685932768935,10.457824276430216,80,0,0,130.1747104880631,0,0,0,1,0,1,0,0,0
94.84753645397791,21.92601025463141,21,0,0,36.21547873459474,0,0,0,1,0,0,1,0,0
58.0841240468854,21.831382788787884,51,0,0,209.71547859096273,0,0,0,1,0,1,0,0,0
116.29312031115897,17.917129000764934,77,0,0,450.78511960778985,1,0,0,0,1,0,0,0,0
110.28443843695364,4.849181537377022,80,0,0,103.16552777539117,0,1,0,0,0,0,0,0,1
560.4808341284312,10.203574454444094,46,0,1,478.0388044359183,1,0,0,0,1,0,0,0,0
53.24064446840075,15.480903562382245,76,0,0,6.13564645550052,0,0,1,0,0,0,0,0,1
301.1654475030565,6.162835968993536,44,0,0,38.08830861034246,1,0,0,0,0,0,1,0,0
68.01638156929306,3.8497977473606246,84,0,0,380.43471556729935,1,0,0,0,0,0,0,1,0
36.205918594274124,11.573845593012749,76,0,0,202.42054080222715,0,0,1,0,0,1,0,0,0
316.0552838871568,14.395956256512246,37,0,0,276.10962808571844,0,0,1,0,0,0,1,0,0
211.29336407520373,15.536267626163255,30,0,0,106.41156387184935,0,0,0,1,0,0,0,0,1
65.62796602362617,14.676820429227714,61,1,0,277.4762381812059,1,0,0,0,0,0,0,1,0
271.05427071447895,6.993969016808915,86,0,0,181.59041755555748,0,0,1,0,0,0,0,1,0
82.97476841730403,8.35676701807785,23,0,0,460.44657690963425,0,0,0,1,0,1,0,0,0
92.55486154670504,9.190083641231489,72,1,0,160.21196298085937,0,0,1,0,1,0,0,0,0
125.0160433974615,4.908845780613977,68,0,0,497.1478113042392,0,1,0,0,1,0,0,0,0
44.72042073935338,4.966370926443637,38,0,1,172.1301119960467,0,0,1,0,1,0,0,0,0
261.11536655658017,11.00566061575002,79,0,0,216.01149015132975,0,0,0,1,0,0,0,1,0
33.59855744469816,3.0814730327994724,45,0,0,240.22358550290025,0,0,0,1,0,1,0,0,0
60.8825042716101,2.639256918061845,21,0,0,402.19507050299967,0,0,0,1,0,0,0,1,0
173.49226319850345,12.131760637288334,82,0,0,170.0163695525055,0,0,0,1,0,0,1,0,0
49.2759297012677,1.143293644325352,64,0,0,326.428881394601,0,1,0,0,1,0,0,0,0
203.57462909450095,9.659360862558309,80,0,0,480.3713362979483,0,0,0,1,1,0,0,0,0
243.75973586917863,17.968390576891334,53,1,0,339.12793718359586,0,1,0,0,0,0,1,0,0
145.48658573988098,23.38216795838902,55,0,0,236.16351189327656,0,0,1,0,0,0,0,1,0
405.60454528484684,11.99704201468418,19,0,0,281.27108429787506,1,0,0,0,0,0,1,0,0
123.4043153098286,6.171354881076148,63,0,1,498.6209983441797,0,1,0,0,0,0,1,0,0
137.6336750386531,15.070904196662632,42,0,0,124.46874180171218,1,0,0,0,0,0,0,1,0
352.7554150858849,3.478591059774743,41,0,0,355.38752569229104,1,0,0,0,0,1,0,0,0
266.38036359399604,22.33195135536746,48,0,0,416.1276154821503,1,0,0,0,0,0,0,0,1
163.54586155696097,18.12104949078305,26,0,0,488.9862894688343,0,1,0,0,1,0,0,0,0
88.39032475486219,3.6158051807376657,78,0,0,202.92579274250994,0,0,1,0,0,1,0,0,0
205.47962976217917,2.3441417601090384,49,0,0,268.77595049171885,1,0,0,0,1,0,0,0,0
154.31390986887294,22.230799776075653,86,1,0,97.5612842394511,0,0,0,1,0,0,0,0,1
313.94762412319955,22.94528533395356,61,0,0,27.232274749328433,0,1,0,0,0,0,1,0,0
211.06518564457585,6.032228122320771,77,0,0,369.4109171122389,0,0,0,1,0,0,0,0,1
72.05498753953162,4.124781498552638,29,0,0,235.20707291798732,0,0,1,0,0,0,0,1,0
119.13637285569085,16.550735925203547,47,0,0,89.18242499979112,0,0,0,1,0,0,1,0,0
661.577007423224,23.848849257655168,35,0,1,331.2859053755372,0,0,1,0,0,0,1,0,0
161.27059759684218,6.1863879624797,86,0,0,66.79212255368184,1,0,0,0,0,0,0,1,0
113.69487946630383,8.660644588842285,20,1,0,381.96633614774106,0,1,0,0,0,0,1,0,0
236.87335955362983,8.636891405999135,30,0,0,404.6632565184965,0,1,0,0,0,0,1,0,0
187.69904827317927,11.170184446643216,24,1,0,50.50323418768621,1,0,0,0,0,1,0,0,0
198.4739520754015,6.29759805972553,31,0,0,122.5451870105252,0,0,0,1,1,0,0,0,0
42.13441338688501,13.413756766381885,64,0,0,394.33583665449817,1,0,0,0,0,0,0,0,1
110.74706640117607,19.95932918441704,25,0,0,380.1995603210587,0,0,0,1,0,0,1,0,0
105.94787321485244,9.608663302860432,69,0,0,442.44124246460075,1,0,0,0,0,1,0,0,0
226.35502673552762,6.724200646239328,24,0,0,339.4629929019539,0,1,0,0,0,1,0,0,0
57.528798690146786,22.427735548579296,88,0,0,147.44258739103373,0,0,0,1,0,0,1,0,0
289.22897140631244,13.193905276446088,84,1,0,273.7926381097611,0,1,0,0,0,0,0,0,1
227.97517605915036,5.584877171432543,73,0,0,172.83046555734637,0,0,1,0,1,0,0,0,0
270.2184184978468,8.33144409740185,34,0,1,424.80724749149726,0,1,0,0,0,0,1,0,0
150.09370153544532,12.022623237219188,42,0,0,313.1592361454078,0,1,0,0,1,0,0,0,0
131.10224865012128,2.1344025100937696,20,0,0,427.8791923904289,1,0,0,0,0,0,0,1,0
364.08409479382607,0.8119771297906082,41,0,0,393.627184084482,0,0,1,0,1,0,0,0,0
348.5075017536765,17.05690702991862,60,0,0,450.55683189962997,1,0,0,0,0,0,0,0,1
243.3920100969684,17.808086395555122,28,1,0,329.59636197119966,0,1,0,0,1,0,0,0,0
102.83617331495508,11.288909215703661,23,0,0,65.34345803682734,0,0,1,0,0,0,1,0,0
272.83356806338486,20.743589228348096,27,1,0,210.22829884554972,0,0,0,1,0,0,0,0,1
273.4096540437897,14.121747439812957,68,1,0,376.59996556884187,0,0,0,1,0,0,0,0,1
34.45433572770737,18.17670126308232,62,0,0,300.31936856701583,1,0,0,0,0,1,0,0,0
258.53746808273195,22.463580160532388,66,1,0,260.7249982306163,1,0,0,0,0,1,0,0,0
100.9275429305049,18.96872670386747,83,0,0,301.0087316507502,1,0,0,0,0,0,0,0,1
159.97195185381295,7.453168769923915,52,0,0,478.55686623207305,0,0,0,1,0,1,0,0,0
20.84017206781244,2.8553127846936164,58,0,0,16.846072291863635,0,0,0,1,0,0,0,1,0
192.24509123975668,0.954495312313731,84,0,0,129.14941765367894,0,0,0,1,1,0,0,0,0
129.66690645797763,9.373149738482581,69,0,0,46.89965019364794,0,0,1,0,0,0,0,1,0
179.55985136094955,0.17887279987739735,82,0,0,272.8977016819072,0,0,1,0,1,0,0,0,0
568.1600638044356,17.709719882887974,61,0,0,359.0462000290041,0,1,0,0,1,0,0,0,0
222.2702258380054,10.842422804659897,19,0,0,386.38460324600004,0,0,1,0,1,0,0,0,0
238.879799312255,17.573519551941573,37,0,0,275.1584164872633,0,0,1,0,0,0,0,0,1
152.12256001234888,11.945859699169649,88,0,0,9.357133978092458,0,1,0,0,0,0,0,1,0
600.5062171281571,0.3574614859049188,50,0,0,292.76838584378027,0,0,0,1,0,0,0,0,1
92.33697231828124,20.931026400756583,20,0,0,132.85623370273774,0,0,1,0,1,0,0,0,0
454.0980252736416,22.092775765382537,89,1,0,449.1053684129295,0,0,1,0,0,0,0,0,1
64.86727737575619,14.425432228464146,89,1,0,321.21193844629084,0,1,0,0,0,1,0,0,0
377.0174502191347,16.779991052926466,21,1,0,433.24983122654845,0,0,0,1,0,0,1,0,0
98.01986985901375,1.4560949654360718,67,0,0,429.92528032371877,0,1,0,0,1,0,0,0,0
111.95991976111867,16.697199958533453,18,0,0,54.347337953436934,0,0,0,1,0,1,0,0,0
676.1196868337676,2.0160099122365587,36,0,0,71.94525918139306,0,0,0,1,0,0,0,0,1
63.856632985951244,7.698908797471042,18,0,0,121.9221410161555,0,0,1,0,0,0,1,0,0
179.60392221986888,7.164738402193587,45,0,0,63.95114115914302,0,0,1,0,0,1,0,0,0
253.8218437679742,20.194326241461265,70,0,0,185.49343806530788,0,0,1,0,0,0,0,0,1
120.23381920903708,11.109520724321449,85,0,0,244.94773643504845,0,0,0,1,0,1,0,0,0
219.1507714280307,1.5053714053065876,37,0,0,58.69221218674259,1,0,0,0,0,0,0,0,1
151.87244541297665,5.812796813239618,87,0,0,245.36692179886015,0,1,0,0,0,0,1,0,0
93.37467511110215,10.664657567536649,20,0,0,199.21993720869318,1,0,0,0,0,0,0,1,0
46.94169593667097,22.739814410638296,39,0,0,479.35572295320605,0,0,0,1,0,1,0,0,0
46.253969542688715,5.791731369526826,52,0,0,62.917375328858604,1,0,0,0,0,1,0,0,0
273.23443252637753,18.609568048127485,60,0,0,267.13945252883025,0,1,0,0,1,0,0,0,0
146.90295660636195,4.19862158313776,43,0,0,9.637678088853018,0,0,0,1,0,0,0,1,0
149.9948829731665,15.416063051867088,81,0,0,54.07862506916305,1,0,0,0,0,0,1,0,0
348.1118735287964,5.414019810188967,56,0,0,214.37622519268845,0,1,0,0,0,0,1,0,0
121.75308205477857,18.527686473065167,43,0,0,164.89342112019233,0,0,0,1,1,0,0,0,0
179.1465548981519,13.020488731311149,64,1,0,62.92185319337451,0,0,1,0,0,0,1,0,0
158.8366546998671,21.422242899177302,67,0,0,453.34176856987585,0,0,0,1,0,1,0,0,0
153.193884478655,2.562753568643294,80,0,0,177.66098315710477,0,0,0,1,0,0,0,0,1
204.67789984184031,4.542807728536486,57,1,0,352.63985406312884,0,1,0,0,1,0,0,0,0
76.07896633611311,18.389949010402106,20,0,0,300.4175009353811,0,1,0,0,1,0,0,0,0
57.45432629162204,8.063214478757203,21,0,0,329.08062718372753,0,1,0,0,0,0,0,1,0
129.51341540916877,1.6674262080432012,46,0,0,100.72921073056268,1,0,0,0,0,0,0,1,0
91.23968792420216,16.874121997137614,24,0,0,319.00716330492617,0,0,1,0,0,1,0,0,0
320.50685544025004,3.2572866478383027,87,0,0,184.010248089984,0,0,1,0,0,0,0,0,1
287.7502755998575,2.8606525903856976,31,1,0,475.5045505348049,0,0,0,1,0,1,0,0,0
55.78713138179792,12.068376459073587,68,0,0,80.30512079203822,0,0,1,0,0,1,0,0,0
27.22272046315811,9.887769010075687,69,0,1,146.165192193756,0,1,0,0,0,0,1,0,0
231.92317670157757,4.17592159124884,61,0,0,380.80391374005393,0,0,0,1,0,0,0,0,1
346.16754445523776,16.093603405673157,59,0,0,121.90214266469273,0,1,0,0,0,0,0,1,0
114.71939550500596,9.971713531537311,40,0,0,234.000816273089,0,0,0,1,0,0,0,0,1
92.70428002489133,16.443845553545334,62,0,0,46.148731062564785,0,1,0,0,0,0,1,0,0
115.97830225822392,9.18765584292288,55,1,0,475.24529615184156,0,1,0,0,1,0,0,0,0
133.0296835704818,19.820704221518245,40,0,0,152.46018397906113,1,0,0,0,0,0,1,0,0
123.87915778799237,13.777757188443374,82,0,0,219.9671482852485,0,0,1,0,0,1,0,0,0
187.7266235386055,19.483920811070714,52,1,0,456.7356925634411,0,0,0,1,1,0,0,0,0
86.19989412361488,15.024542475468527,87,0,0,450.5287687033807,0,1,0,0,0,0,0,1,0
41.42966464248519,8.680560429668738,46,0,0,479.244025615184,0,0,1,0,0,0,0,0,1
95.84258813052492,9.30598790462661,37,0,0,361.8666295466041,1,0,0,0,0,0,0,0,1
108.02986461383779,19.378704817518177,39,0,0,102.7452303873309,0,0,0,1,0,0,1,0,0
112.09576456953572,0.7014425478099087,61,0,0,369.6827560377134,0,0,0,1,0,0,1,0,0
260.267645569319,4.155451918839803,23,1,0,349.82155795381243,0,0,0,1,1,0,0,0,0
318.23387491473085,15.108890497050924,80,0,0,28.422282496408048,0,0,0,1,0,1,0,0,0
214.521220514642,17.842123137223282,34,0,0,481.16275560098927,0,0,0,1,0,1,0,0,0
164.6503013208026,20.456525300391082,45,0,0,430.61630708191365,0,0,1,0,0,0,0,0,1
188.31762298026422,18.50426490269731,58,0,0,485.7654114043802,0,0,1,0,0,0,1,0,0
134.43673260321395,23.55559907733602,42,1,0,247.3810309831917,0,0,1,0,1,0,0,0,0
59.337005362612594,22.076558562540093,63,0,0,9.096230926018356,1,0,0,0,0,0,0,1,0
300.6425553967834,10.10259876217748,64,0,0,406.08505505678215,0,0,1,0,0,0,0,0,1
136.4914863005615,18.92421294847827,65,0,0,364.9492163857007,0,1,0,0,0,0,0,0,1
264.2771274778745,7.104479175204047,27,1,0,251.62275154111646,0,1,0,0,0,1,0,0,0
35.01317706585744,22.289818604417164,26,0,0,477.98474913004605,1,0,0,0,0,1,0,0,0
29.513198450168105,23.931920524927374,42,0,0,464.99118647834945,0,0,0,1,0,0,1,0,0
221.83054354952185,17.62989225602117,77,0,0,41.59394131284155,0,0,1,0,0,0,0,1,0
171.7037588371402,8.029144226632496,19,0,0,311.31888744489,0,0,1,0,0,0,0,0,1
31.23049242408816,23.111896473611715,43,0,0,408.718854159719,1,0,0,0,1,0,0,0,0
482.8286300192346,0.9827937795016846,85,1,0,63.449503342778044,0,0,0,1,0,0,1,0,0
188.78011117079527,9.840037666737567,47,1,0,66.30986914045195,0,0,0,1,0,0,0,0,1
125.0759673274398,12.240837050910313,64,1,0,455.3229254281249,0,0,1,0,1,0,0,0,0
32.96272916119424,12.351044429138147,69,0,0,72.37904368649983,0,0,0,1,0,0,1,0,0
303.77020053625927,5.397021145878655,45,0,0,161.59838953535748,1,0,0,0,0,0,1,0,0
361.6487698646783,9.653695020182965,67,0,0,23.322322284720087,0,0,0,1,1,0,0,0,0
100.71147755060856,17.067551825516773,75,0,0,372.44618507018845,0,0,1,0,0,0,0,0,1
60.12609105650162,18.66198169393973,74,1,0,464.14223712189647,0,0,0,1,1,0,0,0,0
26.737730157520385,17.239683152051136,72,0,0,451.7896635219316,0,0,1,0,0,0,0,0,1
216.90028586739788,0.4021176992767366,71,0,0,292.6004282030177,1,0,0,0,0,0,0,1,0
295.48577884577367,16.213176044408176,33,0,0,403.5765328215426,0,1,0,0,1,0,0,0,0
174.39025533469433,5.788269816309934,36,1,0,311.1144369944233,1,0,0,0,0,0,0,1,0
40.985022142602126,15.49709592445375,70,0,1,252.81170785056005,0,0,1,0,0,0,0,0,1
292.8044211675352,9.121900875294124,32,1,0,269.17721912553463,1,0,0,0,0,1,0,0,0
505.36186940921004,13.764016626745672,26,0,0,374.6911780838576,0,0,0,1,0,0,0,1,0
271.5735369260058,5.3937174401285795,22,0,0,404.5047459773667,1,0,0,0,0,1,0,0,0
449.98481339756944,16.257183609638243,75,0,0,322.1949674398654,1,0,0,0,0,0,1,0,0
501.81861253011056,21.66303239296658,34,1,0,430.9359741849689,0,0,0,1,0,1,0,0,0
317.7685046509224,8.03016812000305,32,0,0,442.1675151262833,0,0,1,0,0,0,1,0,0
253.69727180594248,1.5278760768591706,60,1,0,113.27747968408147,0,1,0,0,1,0,0,0,0
150.42787326575794,22.545914136436167,58,0,0,64.01421205279462,0,0,1,0,0,0,0,1,0
179.09259602273502,13.17708279009113,40,0,0,135.33730634906172,1,0,0,0,0,0,0,1,0
103.44329593585388,19.962692621453797,76,0,0,302.51653248431495,0,0,1,0,0,0,0,1,0
203.9958558608514,22.708831626293954,57,0,0,374.0019278730433,0,1,0,0,0,1,0,0,0
305.9017081330066,20.99688004798927,46,0,0,54.19498151548191,1,0,0,0,0,0,0,1,0
205.0268347792976,12.489061992611914,71,0,0,121.48484627326434,0,0,0,1,0,0,0,0,1
296.8240299049013,23.455456146591757,27,1,0,189.40377903534423,1,0,0,0,0,0,0,0,1
167.350878527989,10.505994565375474,72,0,0,291.73339380307914,0,0,0,1,0,0,1,0,0
120.67257319486475,5.993486501331065,82,0,0,251.16501165964567,0,0,1,0,0,0,0,1,0
57.32334251148076,20.837491051087756,59,0,0,183.16727098679442,0,0,1,0,0,1,0,0,0
307.2330400237757,21.16850748540598,42,0,0,159.45671954803376,1,0,0,0,0,0,1,0,0
152.2436385811343,1.4252042114676229,58,1,1,327.6910005587566,0,0,1,0,0,0,0,1,0
84.67137908435886,17.68281004599553,24,0,0,343.93237321152895,1,0,0,0,0,0,0,1,0
152.81780352693949,8.043191910804811,35,0,0,39.95878310780482,0,0,1,0,0,0,0,1,0
233.8911765071081,20.642341686599828,79,0,0,486.48714480088665,0,0,1,0,0,0,1,0,0
205.35662584425208,5.830366238147121,77,0,0,380.8534655459703,0,0,0,1,0,0,0,0,1
113.16864666397169,13.927261075351966,74,1,0,481.0652913786631,0,0,0,1,0,0,0,0,1
108.3851368134903,3.1259371880403046,86,0,0,464.09913254630226,0,0,0,1,0,1,0,0,0
69.54670193576145,21.19992203151283,75,0,0,34.77944308017011,0,0,0,1,1,0,0,0,0
109.81609320570801,3.264297236105902,59,0,0,477.35255278500654,0,1,0,0,0,0,0,1,0
712.3907956639425,15.549912987561818,75,1,0,64.16022402243277,0,1,0,0,0,1,0,0,0
11.409751554716625,5.41376017523109,35,1,1,442.6335559501047,0,0,1,0,1,0,0,0,0
201.28694150841358,18.159343044926818,27,1,0,460.7108778174415,0,1,0,0,0,0,1,0,0
133.55079397387388,4.4206583114255515,67,1,0,234.11635318441824,0,0,0,1,0,0,1,0,0
90.80601710131997,18.198840746777925,46,1,0,330.8313654295105,0,1,0,0,1,0,0,0,0
401.55596421745736,12.143765529879783,58,0,0,244.8474439193074,1,0,0,0,1,0,0,0,0
76.7310946659524,17.00846673925127,29,0,0,375.5941208823762,0,0,0,1,1,0,0,0,0
287.40724196947326,12.494587724456613,44,0,1,290.8603897943077,0,0,1,0,0,1,0,0,0
338.0212358001231,13.357014524722791,40,0,0,51.13821221714326,0,0,1,0,1,0,0,0,0
304.671069729744,14.506373186176972,71,0,0,309.66492494175293,0,0,0,1,0,0,0,1,0
448.318067216237,5.480252271873749,84,0,0,116.91872594512559,0,0,0,1,0,0,1,0,0
248.7597219866205,13.817954212551527,33,0,0,483.8822312598771,0,0,1,0,1,0,0,0,0
160.83566522934203,6.332146072284765,44,0,0,223.57595492978783,1,0,0,0,1,0,0,0,0
196.78562991228355,7.187037333361233,64,1,0,127.02653644456436,1,0,0,0,1,0,0,0,0
352.8883879934151,11.976561154080587,47,1,0,376.82474457964094,0,1,0,0,0,0,0,1,0
396.67681214016864,5.478134321271992,29,0,0,340.7413336877171,0,0,0,1,0,0,0,1,0
813.3000164413584,14.855527081144723,76,0,0,62.94155283683589,0,0,1,0,0,0,0,1,0
157.30403617278165,7.189631060616356,77,1,0,232.86530622721725,0,0,0,1,0,0,0,0,1
66.7580263592623,4.464993937377676,35,1,0,381.6455626453951,0,1,0,0,0,0,0,0,1
156.81635248813882,21.569278383900237,64,0,0,106.39413542547067,0,0,0,1,0,0,0,0,1
352.05087289981435,10.459738876981529,57,0,0,499.7288374840423,0,1,0,0,1,0,0,0,0
138.22124435256723,22.630261591712987,78,0,0,58.673159295764385,1,0,0,0,0,1,0,0,0
32.259585985570176,9.953281737817267,25,0,0,72.75790949644694,1,0,0,0,1,0,0,0,0
35.143622327913164,0.2541126106766223,87,0,0,334.29967920991305,1,0,0,0,0,0,0,1,0
311.0191784445215,4.781231707434503,35,0,0,343.8235370374635,0,0,0,1,0,0,1,0,0
